10,SynchronousApplicationEventsStub,"GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoHandledConsumer","CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext",B,Inferred from raw text output due to JSON parsing failure.,llama2
11,AlwaysFalseSpec,"GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoHandledConsumer","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
12,CargoTrackingDTOConverter,"GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoHandledConsumer","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
13,AdminPage,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoHandledConsumer",B,it handles location data,llama2
14,CargoBookingPage,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext",B,Inferred from raw text output due to JSON parsing failure.,llama2
15,LocationRepositoryJPA,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","Delivery, HandlingActivity, CannotCreateHandlingEventException, HandlingEventFactory, UnknownCargoException",B,Inferred from raw text output due to JSON parsing failure.,llama2
16,HandlingEventRegistrationAttempt,"CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
17,CargoTrackingDTO,"Delivery, HandlingActivity, CannotCreateHandlingEventException, HandlingEventFactory, UnknownCargoException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, HandlingEventRepositoryJPA",B,Inferred from raw text output due to JSON parsing failure.,llama2
18,TrackCommandValidator,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
19,JmsApplicationEventsImpl,"CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, HandlingEventRepositoryJPA",B,Inferred from raw text output due to JSON parsing failure.,llama2
20,DomainEvent,"CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,it belongs to Service B as it is related to pathfinding and transit information,llama2
21,DomainEntity,"TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub","BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException",B,Inferred from raw text output due to JSON parsing failure.,llama2
22,CargoHandledConsumer,"CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext","GraphTraversalService, GraphTraversalServiceImpl, AndSpecification, JmsApplicationEventsImpl, CargoRepositoryJPA",B,Inferred from raw text output due to JSON parsing failure.,llama2
23,InfrastructureMessagingJmsConfig,"TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub","GraphTraversalService, GraphTraversalServiceImpl, AndSpecification, CargoHandledConsumer, JmsApplicationEventsImpl",B,Inferred from raw text output due to JSON parsing failure.,llama2
24,LegDTO,"GraphTraversalService, GraphTraversalServiceImpl, AndSpecification, CargoHandledConsumer, InfrastructureMessagingJmsConfig","Delivery, HandlingActivity, CannotCreateHandlingEventException, HandlingEventFactory, UnknownCargoException",B,Inferred from raw text output due to JSON parsing failure.,llama2
25,CargoRoutingDTO,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext",B,Inferred from raw text output due to JSON parsing failure.,llama2
26,DomainEvent,"GraphTraversalService, GraphTraversalServiceImpl, AndSpecification, CargoHandledConsumer, InfrastructureMessagingJmsConfig","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
27,ExternalRoutingService,"GraphTraversalService, GraphTraversalServiceImpl, AndSpecification, CargoHandledConsumer, InfrastructureMessagingJmsConfig","CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext",B,it handles cargo inspection data,llama2
28,DomainEntity,"CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext","BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException",B,Inferred from raw text output due to JSON parsing failure.,llama2
29,AlwaysTrueSpec,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","Delivery, HandlingActivity, CannotCreateHandlingEventException, HandlingEventFactory, UnknownCargoException",B,Inferred from raw text output due to JSON parsing failure.,llama2
30,HandlingEventRegistrationAttemptConsumer,"CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
31,NotSpecification,"CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext","Delivery, HandlingActivity, CannotCreateHandlingEventException, HandlingEventFactory, UnknownCargoException",B,Inferred from raw text output due to JSON parsing failure.,llama2
32,LocationRepositoryInMem,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, AndSpecification, CargoRepositoryJPA, SampleLocations",B,Inferred from raw text output due to JSON parsing failure.,llama2
33,VoyageRepositoryInMem,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
34,CargoRoutingPage,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
35,CargoTrackingDTOConverter,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
36,TrackCommand,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, AndSpecification, CargoRepositoryJPA, SampleLocations",B,Inferred from raw text output due to JSON parsing failure.,llama2
37,HandlingReportService,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
38,AlwaysFalseSpec,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
39,AdminPage,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoRepositoryJPA",B,it handles location data and traversal,llama2
40,TrackCommand,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoRepositoryJPA",B,Inferred from raw text output due to JSON parsing failure.,llama2
41,LocationRepositoryInMem,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoRepositoryJPA",B,Inferred from raw text output due to JSON parsing failure.,llama2
42,RegistrationCommand,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","TransitEdge, TransitPath, PathfinderApplicationContext, GraphDAO, GraphDAOStub",B,Inferred from raw text output due to JSON parsing failure.,llama2
43,CargoAdminController,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoRepositoryJPA",B,Inferred from raw text output due to JSON parsing failure.,llama2
44,AdminPage,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, SampleLocations",B,Inferred from raw text output due to JSON parsing failure.,llama2
45,CargoTrackingDTO,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, SampleLocations",B,Inferred from raw text output due to JSON parsing failure.,llama2
46,CargoAdminController,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, SampleLocations",B,Inferred from raw text output due to JSON parsing failure.,llama2
47,LocationDTOAssembler,"GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, SampleLocations","BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException",B,"it is more logically belonging to Service B, as it deals with cargo-related data and operations",llama2
48,LegDTO,"Delivery, HandlingActivity, CannotCreateHandlingEventException, HandlingEventFactory, UnknownCargoException","BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException",B,Inferred from raw text output due to JSON parsing failure.,llama2
49,LocationRepositoryJPA,"Delivery, HandlingActivity, CannotCreateHandlingEventException, HandlingEventFactory, UnknownCargoException","BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException",B,Inferred from raw text output due to JSON parsing failure.,llama2
50,CargoRepositoryJPA,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, SampleLocations",B,Inferred from raw text output due to JSON parsing failure.,llama2
51,CargoRepositoryHibernate,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","CargoInspectionService, HandlingEventService, HandlingEventServiceImpl, DateUtils, DDDSampleApplicationContext",B,"it belongs to Service B as it is related to cargo inspection and handling events, which are part of Service B's responsibilities.",llama2
52,JmsApplicationEventsImpl,"GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoRepositoryJPA","BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException",B,Inferred from raw text output due to JSON parsing failure.,llama2
53,CargoRepositoryJPA,"BookingService, BookingServiceImpl, CargoFactory, CargoRepository, UnknownVoyageException","GraphTraversalService, GraphTraversalServiceImpl, LocationRepository, AndSpecification, CargoRepositoryJPA",B,Inferred from raw text output due to JSON parsing failure.,llama2
54,VoyageRepositoryInMem,"TransitEdge, TransitPath, GraphDAO, BookingServiceImpl, CargoRepository","GraphDAOStub, Delivery, Leg, TransportStatus, VoyageRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
55,HandlingEventRepositoryInMem,"DateUtils, RouteSpecification, RoutingStatus, HandlingEventRepository, UnknownVoyageException","GraphTraversalService, PathfinderApplicationContext, Application, BookingService, HandlingEventService",B,Inferred from raw text output due to JSON parsing failure.,llama2
56,CargoRepositoryInMem,"GraphTraversalService, PathfinderApplicationContext, Application, BookingService, HandlingEventService","DateUtils, RouteSpecification, RoutingStatus, HandlingEventRepository, UnknownVoyageException",B,Inferred from raw text output due to JSON parsing failure.,llama2
57,CargoDestinationPage,"DateUtils, RouteSpecification, RoutingStatus, HandlingEventRepository, UnknownVoyageException","GraphDAOStub, Delivery, Leg, TransportStatus, VoyageRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
58,SynchronousApplicationEventsStub,"GraphDAOStub, Delivery, Leg, TransportStatus, VoyageRepository","GraphTraversalService, PathfinderApplicationContext, Application, BookingService, HandlingEventService",B,Inferred from raw text output due to JSON parsing failure.,llama2
59,HandlingEventRegistrationAttempt,"HandlingActivity, RouteSpecification, HandlingEventRepository, UnknownVoyageException, Schedule","Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo",B,Inferred from raw text output due to JSON parsing failure.,llama2
60,BookingServiceFacadeImpl,"GraphDAOStub, CargoInspectionService, RoutingStatus, UnknownCargoException, UnknownLocationException","TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService",B,Inferred from raw text output due to JSON parsing failure.,llama2
61,RouteCandidateDTO,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","HandlingActivity, RouteSpecification, HandlingEventRepository, UnknownVoyageException, Schedule",B,Inferred from raw text output due to JSON parsing failure.,llama2
62,InterfacesApplicationContext,"PathfinderApplicationContext, GraphDAO, CargoRepository, CannotCreateHandlingEventException, LocationRepository","Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo",B,Inferred from raw text output due to JSON parsing failure.,llama2
63,LegDTO,"TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService","PathfinderApplicationContext, GraphDAO, CargoRepository, CannotCreateHandlingEventException, LocationRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
64,JmsApplicationEventsImpl,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents",B,Inferred from raw text output due to JSON parsing failure.,llama2
65,AbstractSpecification,"GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents","GraphDAOStub, RoutingStatus, UnknownCargoException, UnknownLocationException, UnLocode",B,Inferred from raw text output due to JSON parsing failure.,llama2
66,CarrierMovement,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","PathfinderApplicationContext, GraphDAO, CargoRepository, CannotCreateHandlingEventException, LocationRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
67,CargoTrackingViewAdapter,"GraphDAOStub, RoutingStatus, UnknownCargoException, UnknownLocationException, UnLocode","GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents",B,Inferred from raw text output due to JSON parsing failure.,llama2
68,HandlingReportService,"GraphDAOStub, RoutingStatus, UnknownCargoException, UnknownLocationException, UnLocode","PathfinderApplicationContext, GraphDAO, CargoRepository, CannotCreateHandlingEventException, LocationRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
69,CargoRepositoryJPA,"GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents","GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, HandlingEventFactory",B,Inferred from raw text output due to JSON parsing failure.,llama2
70,CargoTrackingDTO,"HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule, DomainEvent","GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents",B,Inferred from raw text output due to JSON parsing failure.,llama2
71,HandlingReport,"GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, HandlingEventFactory","HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule, DomainEvent",B,Inferred from raw text output due to JSON parsing failure.,llama2
72,HandlingReportService,"GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, HandlingEventFactory","PathfinderApplicationContext, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
73,HandlingReportServiceImpl,"GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents","PathfinderApplicationContext, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
74,ValueObject,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","BookingServiceImpl, HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule",B,"it is more closely related to the RouteSpecification class, which is part of Service B",llama2
75,AndSpecification,"PathfinderApplicationContext, GraphDAO, CargoRepository, LocationRepository, CarrierMovement","GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents",B,Inferred from raw text output due to JSON parsing failure.,llama2
76,CargoTrackingViewAdapter,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents",B,Inferred from raw text output due to JSON parsing failure.,llama2
77,VoyageRepositoryInMem,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","BookingServiceImpl, HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule",B,Inferred from raw text output due to JSON parsing failure.,llama2
78,CargoTrackingRestService,"BookingServiceImpl, HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule","Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo",B,Inferred from raw text output due to JSON parsing failure.,llama2
79,AlwaysTrueSpec,"GraphTraversalServiceImpl, ApplicationEvents, BookingService, HandlingEventService, DateUtils","GraphTraversalService, TransitPath, PathfinderApplicationContext, GraphDAOStub, CargoInspectionService",B,Inferred from raw text output due to JSON parsing failure.,llama2
80,CustomerPage,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","GraphTraversalService, TransitPath, PathfinderApplicationContext, GraphDAOStub, CargoInspectionService",B,Inferred from raw text output due to JSON parsing failure.,llama2
81,AlwaysFalseSpec,"Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo","GraphTraversalService, TransitPath, PathfinderApplicationContext, GraphDAOStub, CargoInspectionService",B,Inferred from raw text output due to JSON parsing failure.,llama2
82,TransitPath,"GraphTraversalService, TransitPath, PathfinderApplicationContext, GraphDAOStub, CargoInspectionService","GraphTraversalServiceImpl, ApplicationEvents, BookingService, HandlingEventService, DateUtils",B,Inferred from raw text output due to JSON parsing failure.,llama2
83,CargoDestinationPage,"PathfinderApplicationContext, GraphDAO, CargoRepository, LocationRepository, CarrierMovement","Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo",B,Inferred from raw text output due to JSON parsing failure.,llama2
84,UploadDirectoryScanner,"GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException","BookingServiceImpl, HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule",B,Inferred from raw text output due to JSON parsing failure.,llama2
85,TrackCommandValidator,"GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException","Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo",B,Inferred from raw text output due to JSON parsing failure.,llama2
86,BookingServiceFacade,"PathfinderApplicationContext, GraphDAO, CargoRepository, LocationRepository, CarrierMovement","BookingServiceImpl, HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule",B,Inferred from raw text output due to JSON parsing failure.,llama2
87,CargoRoutingDTOAssembler,"BookingServiceImpl, HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule","GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException",B,Inferred from raw text output due to JSON parsing failure.,llama2
88,HandlingEventDTO,"HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule, DomainEvent","Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo",B,Inferred from raw text output due to JSON parsing failure.,llama2
89,GraphTraversalService,"GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents","PathfinderApplicationContext, GraphDAO, CargoRepository, CannotCreateHandlingEventException, LocationRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
90,ApplicationEvents,"GraphDAOStub, CargoInspectionService, RoutingStatus, UnknownCargoException, UnknownLocationException","TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService",B,Inferred from raw text output due to JSON parsing failure.,llama2
91,BookingServiceImpl,"HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule, DomainEvent","TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService",B,Inferred from raw text output due to JSON parsing failure.,llama2
92,CargoRoutingPage,"TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService","GraphTraversalService, PathfinderApplicationContext, GraphDAO, CargoRepository, CannotCreateHandlingEventException",B,Inferred from raw text output due to JSON parsing failure.,llama2
93,HandlingReportParser,"TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService","GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException",B,Inferred from raw text output due to JSON parsing failure.,llama2
94,CargoRepositoryHibernate,"TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService","GraphDAOStub, CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException",B,Inferred from raw text output due to JSON parsing failure.,llama2
95,SynchronousApplicationEventsStub,"HandlingActivity, RouteSpecification, Schedule, DomainEvent, ValueObject","GraphTraversalService, PathfinderApplicationContext, GraphDAO, CargoRepository, LocationRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
96,LocationRepositoryInMem,"GraphTraversalService, PathfinderApplicationContext, GraphDAO, CargoRepository, LocationRepository","TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents, BookingService",B,Inferred from raw text output due to JSON parsing failure.,llama2
97,VoyageRepositoryInMem,"GraphTraversalService, PathfinderApplicationContext, GraphDAO, CargoRepository, LocationRepository","HandlingActivity, RouteSpecification, Schedule, DomainEvent, ValueObject",B,Inferred from raw text output due to JSON parsing failure.,llama2
98,HandlingReportParser,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownLocationException, UnLocode",B,Inferred from raw text output due to JSON parsing failure.,llama2
99,LocationDTOAssembler,"CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownLocationException, UnLocode","GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
100,LocationRepositoryInMem,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents",B,Inferred from raw text output due to JSON parsing failure.,llama2
101,VoyageRepositoryInMem,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","HandlingActivity, RouteSpecification, Schedule, DomainEvent, ValueObject",B,Inferred from raw text output due to JSON parsing failure.,llama2
102,SynchronousApplicationEventsStub,"HandlingActivity, RouteSpecification, Schedule, DomainEvent, ValueObject","GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository",B,it interacts with external systems,llama2
103,AlwaysFalseSpec,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException, UnknownLocationException",B,Inferred from raw text output due to JSON parsing failure.,llama2
104,CargoDetailsPage,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","Application, CargoInspectionServiceImpl, HandlingEventServiceImpl, DDDSampleApplicationContext, Cargo",B,Inferred from raw text output due to JSON parsing failure.,llama2
105,CargoTrackingDTO,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","GraphTraversalService, TransitEdge, TransitPath, GraphTraversalServiceImpl, ApplicationEvents",B,Inferred from raw text output due to JSON parsing failure.,llama2
106,TrackCommand,"CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException, UnknownLocationException","GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
107,HandlingReport,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","HandlingActivity, RouteSpecification, UnknownVoyageException, Schedule, DomainEvent",B,Inferred from raw text output due to JSON parsing failure.,llama2
108,LocationDTOAssembler,"CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException, UnknownLocationException","GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository",B,Inferred from raw text output due to JSON parsing failure.,llama2
109,CargoRoutingDTO,"GraphDAO, CargoRepository, LocationRepository, CarrierMovement, VoyageRepository","CargoInspectionService, RoutingStatus, CannotCreateHandlingEventException, UnknownCargoException, UnknownLocationException",B,Inferred from raw text output due to JSON parsing failure.,llama2
