Algorithm,Mode,Run,Coupling,MoJoFM,Hypervolume,LLM_Calls
AGE-MOEA-II,Semanti-MOP,1,13.000000002754545,51.61290322580645,10.120001460273572,80
AGE-MOEA-II,Semanti-MOP,2,13.000000067442386,58.06451612903226,10.120001745257868,80
AGE-MOEA-II,Semanti-MOP,3,17.00000000122391,51.61290322580645,10.80000250561899,80
AGE-MOEA-II,Semanti-MOP,4,10.000000003910085,54.83870967741935,9.400002488157341,80
AGE-MOEA-II,Semanti-MOP,5,20.00000017180172,67.74193548387096,11.100003763160885,80
AGE-MOEA-II,Semanti-MOP,6,15.000000382214843,64.51612903225806,10.500003271862953,80
AGE-MOEA-II,Semanti-MOP,7,18.0000007027433,58.06451612903226,10.920004968837521,80
AGE-MOEA-II,Semanti-MOP,8,18.00000000553888,64.51612903225806,10.920002385103004,80
AGE-MOEA-II,Semanti-MOP,9,20.000000377435043,58.06451612903226,11.100003570334312,80
R-NSGA-II,Baseline,0,19.00000042907641,64.51612903225806,11.020002228792533,0
R-NSGA-II,Baseline,1,11.000000015033214,54.83870967741935,9.660000634623275,0
R-NSGA-II,Baseline,2,1.000000062424479,58.06451612903226,6.16000539058461,0
R-NSGA-II,Baseline,3,17.00000000450614,54.83870967741935,10.800002374854994,0
R-NSGA-II,Baseline,4,17.000000817560043,58.06451612903226,10.800005513242901,0
R-NSGA-II,Baseline,5,14.000000168672733,67.74193548387096,10.32000371817407,0
R-NSGA-II,Baseline,6,18.000000004269797,58.06451612903226,10.92000397252042,0
R-NSGA-II,Baseline,7,6.00000005011709,61.29032258064516,8.160003959685469,0
R-NSGA-II,Baseline,8,13.000000044542164,58.06451612903226,10.120003212946516,0
R-NSGA-II,Baseline,9,19.000000003071836,58.06451612903226,11.020004870640104,0
R-NSGA-II,Semanti-MOP,0,18.000000418708744,51.61290322580645,10.920000081306338,80
R-NSGA-II,Semanti-MOP,1,21.00000009264307,48.38709677419355,11.160002678359243,80
R-NSGA-II,Semanti-MOP,2,18.000000960920843,54.83870967741935,10.920005831733315,80
R-NSGA-II,Semanti-MOP,3,16.000000049002235,51.61290322580645,10.660003446305243,80
R-NSGA-II,Semanti-MOP,4,15.000000424471311,67.74193548387096,10.500003095590253,80
R-NSGA-II,Semanti-MOP,5,25.000000080358102,54.83870967741935,11.19999981710728,80
R-NSGA-II,Semanti-MOP,6,21.000000527433663,58.06451612903226,11.160003441696896,80
R-NSGA-II,Semanti-MOP,7,21.000000281894266,61.29032258064516,11.160004945129593,79
R-NSGA-II,Semanti-MOP,8,12.000000589279976,48.38709677419355,9.90000409009936,80
R-NSGA-II,Semanti-MOP,9,19.00000004169396,61.29032258064516,11.020003962313673,80
U-NSGA-III,Baseline,0,18.00000001582517,61.29032258064516,10.920002808251306,0
U-NSGA-III,Baseline,1,15.000000124600337,61.29032258064516,10.500001144120297,0
U-NSGA-III,Baseline,2,12.000000000608315,61.29032258064516,9.90000425646471,0
U-NSGA-III,Baseline,3,8.000000644997085,58.06451612903226,8.820003756809774,0
U-NSGA-III,Baseline,4,11.00000003612113,51.61290322580645,9.66000423100828,0
U-NSGA-III,Baseline,5,22.000000002880675,64.51612903225806,11.200003598098062,0
U-NSGA-III,Baseline,6,18.00000000824141,64.51612903225806,10.920000062825835,0
U-NSGA-III,Baseline,7,3.0000001049053884,51.61290322580645,7.020002623504456,0
U-NSGA-III,Baseline,8,12.000000004616046,54.83870967741935,9.9000016274906,0
U-NSGA-III,Baseline,9,16.00000022784141,67.74193548387096,10.660003301481666,0
U-NSGA-III,Semanti-MOP,0,16.000000107339424,67.74193548387096,10.660004124356773,80
U-NSGA-III,Semanti-MOP,1,17.00000020072321,51.61290322580645,10.800001007176204,80
U-NSGA-III,Semanti-MOP,2,13.000000002173216,48.38709677419355,10.120001628683555,80
U-NSGA-III,Semanti-MOP,3,23.000000009238626,64.51612903225806,11.220002795148481,80
U-NSGA-III,Semanti-MOP,4,24.000000104245633,51.61290322580645,11.220001572697672,80
U-NSGA-III,Semanti-MOP,5,22.000000980956216,61.29032258064516,11.200003772024456,80
U-NSGA-III,Semanti-MOP,6,21.00000000981023,58.06451612903226,11.1600048100444,80
U-NSGA-III,Semanti-MOP,7,17.000000064224068,61.29032258064516,10.800002912837435,80
U-NSGA-III,Semanti-MOP,8,22.00000017510501,51.61290322580645,11.200000060279136,80
U-NSGA-III,Semanti-MOP,9,17.00000081458513,48.38709677419355,10.800000209277172,80
Random Search,Baseline,0,32.000000003616705,51.61290322580645,10.50000268214139,0
Random Search,Baseline,1,33.00000000754969,58.06451612903226,10.320002243926783,0
Random Search,Baseline,2,29.00000042154975,51.61290322580645,10.92000547942122,0
Random Search,Baseline,3,30.00000001039715,58.06451612903226,10.800005272268228,0
Random Search,Baseline,4,33.000000012872015,54.83870967741935,10.320003508129949,0
Random Search,Baseline,5,31.000000316034008,61.29032258064516,10.660002892304608,0
Random Search,Baseline,6,29.000000004968513,61.29032258064516,10.920006070376747,0
Random Search,Baseline,7,31.00000010979212,54.83870967741935,10.660004932126146,0
Random Search,Baseline,8,34.00000000884345,54.83870967741935,10.120002982783207,0
Random Search,Baseline,9,30.000000110817442,61.29032258064516,10.800000689665758,0
Random Search,Semanti-MOP,0,28.000000018691853,51.61290322580645,11.02000165295358,80
Random Search,Semanti-MOP,1,31.000000001314753,51.61290322580645,10.66000465979688,80
Random Search,Semanti-MOP,2,30.000000004041603,48.38709677419355,10.800004076154023,80
Random Search,Semanti-MOP,3,28.000000240754186,54.83870967741935,11.020002576404167,80
Random Search,Semanti-MOP,4,28.000000693654922,45.16129032258064,11.020000097969596,80
Random Search,Semanti-MOP,5,29.000000011587005,54.83870967741935,10.920003306308292,80
Random Search,Semanti-MOP,6,32.00000003263151,54.83870967741935,10.500003362317761,80
Random Search,Semanti-MOP,7,30.00000022475091,45.16129032258064,10.800000953790846,80
Random Search,Semanti-MOP,8,30.000000025148868,51.61290322580645,10.800000594207345,80
Random Search,Semanti-MOP,9,32.00000016362061,48.38709677419355,10.500003533164673,80
